,cell_count,type,distance_0,pval_0,distance_1,pval_1,distance_2,pval_2,distance_3,pval_3,distance_4,pval_4,distance_5,pval_5,distance_6,pval_6,distance_7,pval_7,distance_8,pval_8,distance_9,pval_9,distance_10,pval_10,distance_11,pval_11,distance_12,pval_12,distance_13,pval_13,distance_14,pval_14,distance_15,pval_15,distance_16,pval_16,distance_17,pval_17,distance_18,pval_18,distance_19,pval_19,distance_mean,pval_mean,pval_mean_log,distance_mean_log
TFDP2:P2,674,targeting,2.2579345703125,0.446,2.050537109375,0.529,2.9898681640625,0.217,2.67626953125,0.301,2.0589599609375,0.482,2.9129638671875,0.169,2.41845703125,0.337,1.819580078125,0.654,2.49267578125,0.316,2.9442138671875,0.211,1.9595947265625,0.564,2.616943359375,0.258,2.6319580078125,0.261,3.2958984375,0.131,3.4267578125,0.137,2.8392333984375,0.22,2.1768798828125,0.459,3.19140625,0.148,2.0355224609375,0.525,2.92236328125,0.206,2.58590087890625,0.32855,0.483385310154404,0.4126118737659203
ZNF274:P1P2,491,targeting,2.4715576171875,0.591,2.122802734375,0.739,1.8165283203125,0.857,1.81201171875,0.821,1.38427734375,0.955,1.7022705078125,0.831,1.49755859375,0.922,2.226318359375,0.703,1.980712890625,0.766,1.7318115234375,0.851,2.5611572265625,0.531,1.65966796875,0.86,2.1939697265625,0.647,2.30078125,0.583,2.5638427734375,0.544,2.0655517578125,0.7,1.7130126953125,0.836,1.78076171875,0.815,2.8812255859375,0.444,2.09814453125,0.703,2.0281982421875,0.7349500000000001,0.13373629663280473,0.3071104019829743
HMBOX1:P1P2,451,targeting,7.39013671875,0.013,8.2073974609375,0.013,7.203369140625,0.026,6.6229248046875,0.035,7.757080078125,0.01,7.1796875,0.017,5.3992919921875,0.058,7.2940673828125,0.014,7.6754150390625,0.013,9.2666015625,0.007,7.359375,0.011,7.4532470703125,0.014,5.769287109375,0.047,6.7103271484375,0.024,10.6287841796875,0.003,6.547607421875,0.028,5.5009765625,0.056,8.3807373046875,0.005,6.848876953125,0.03,6.103515625,0.038,7.264935302734375,0.023100000000000002,1.6362000545208906,0.8612317510785599
RB1:P1P2,577,targeting,9.2838134765625,0.001,9.619384765625,0.004,10.3140869140625,0.001,11.26123046875,0.0,10.5745849609375,0.001,11.2523193359375,0.0,10.997314453125,0.0,10.501953125,0.003,10.24365234375,0.004,11.1744384765625,0.0,9.5076904296875,0.0,11.559814453125,0.0,9.7044677734375,0.001,10.06982421875,0.001,11.3955078125,0.0,9.9171142578125,0.0,9.7847900390625,0.001,10.777587890625,0.001,8.7626953125,0.001,10.9693603515625,0.0,10.38358154296875,0.0009500000000000001,3.0177287669604316,1.0163471777959072
ZNF382:P1P2,958,targeting,2.276611328125,0.22,1.6536865234375,0.526,2.86376953125,0.095,2.9930419921875,0.083,2.74072265625,0.12,3.064208984375,0.093,2.705322265625,0.121,2.1959228515625,0.252,2.4449462890625,0.145,2.688720703125,0.116,2.07861328125,0.28,2.9342041015625,0.081,2.35107421875,0.176,2.7606201171875,0.145,2.5902099609375,0.155,2.5479736328125,0.131,2.32958984375,0.213,2.7447509765625,0.113,1.51171875,0.593,2.373046875,0.181,2.492437744140625,0.19195,0.7167892587396162,0.3966243193552647
RELA:P1P2,633,targeting,3.796875,0.127,2.7435302734375,0.321,4.591064453125,0.053,4.7230224609375,0.045,4.96435546875,0.034,4.614990234375,0.045,4.8572998046875,0.035,3.2142333984375,0.218,3.7813720703125,0.107,3.654541015625,0.124,4.10400390625,0.096,4.4080810546875,0.047,4.08837890625,0.069,4.5201416015625,0.044,3.1844482421875,0.221,4.5087890625,0.057,4.259765625,0.067,3.7537841796875,0.111,2.4473876953125,0.471,3.2340087890625,0.163,3.972503662109375,0.12274999999999998,0.9109431202402151,0.5990643062401876
GSC2:P1P2,669,targeting,2.004150390625,0.581,1.9722900390625,0.582,3.01025390625,0.212,3.2462158203125,0.169,2.6181640625,0.309,3.078857421875,0.16,2.9591064453125,0.185,2.5885009765625,0.307,2.6226806640625,0.303,2.854248046875,0.241,2.177734375,0.443,3.3096923828125,0.112,2.190673828125,0.471,2.7005615234375,0.243,3.5133056640625,0.128,2.517333984375,0.305,2.308349609375,0.395,2.9857177734375,0.219,1.6865234375,0.76,2.763671875,0.245,2.655401611328125,0.31850000000000006,0.4968769279231601,0.42413021445450344
HOXB8:P1,686,targeting,2.0989990234375,0.501,3.26025390625,0.146,2.9647216796875,0.195,2.605712890625,0.289,3.0975341796875,0.145,2.9608154296875,0.176,3.138671875,0.149,3.37890625,0.118,2.60791015625,0.278,3.3367919921875,0.124,2.7235107421875,0.255,3.6976318359375,0.089,2.7000732421875,0.231,2.1650390625,0.419,4.9945068359375,0.025,2.7672119140625,0.233,2.5899658203125,0.293,3.550537109375,0.117,2.7523193359375,0.251,3.0096435546875,0.151,3.020037841796875,0.20925,0.67931377901667,0.48001238480503267
OR5AC2,456,negative control,5.8438720703125,0.051,6.2716064453125,0.042,6.6348876953125,0.022,6.6827392578125,0.037,7.3597412109375,0.013,5.5341796875,0.06,4.8404541015625,0.115,4.9849853515625,0.099,5.807373046875,0.047,7.3306884765625,0.028,5.43798828125,0.081,6.6044921875,0.033,4.913330078125,0.084,5.71630859375,0.052,9.63525390625,0.009,5.4736328125,0.068,3.5362548828125,0.292,7.15771484375,0.02,5.595458984375,0.077,4.5941162109375,0.136,5.99775390625,0.0683,1.1655157146651949,0.7779886422587429
SIX2:P1P2,459,targeting,4.730712890625,0.123,4.4932861328125,0.151,5.462890625,0.062,4.8631591796875,0.097,6.13671875,0.036,5.10205078125,0.068,4.8634033203125,0.106,3.7401123046875,0.251,4.1480712890625,0.178,4.493408203125,0.125,4.966552734375,0.085,4.8206787109375,0.091,4.291748046875,0.147,4.2598876953125,0.134,5.7850341796875,0.06,4.78466796875,0.1,3.787109375,0.2,4.5069580078125,0.113,3.437744140625,0.314,2.8271484375,0.483,4.575067138671875,0.14620000000000002,0.835022922889114,0.6603974716791384
CEBPE:P1P2,361,targeting,5.5770263671875,0.14,4.572265625,0.253,4.8990478515625,0.22,5.625244140625,0.151,5.7813720703125,0.106,4.9027099609375,0.184,4.064208984375,0.321,4.447021484375,0.289,5.2843017578125,0.153,5.7667236328125,0.11,4.9964599609375,0.208,5.161376953125,0.138,3.9136962890625,0.359,4.912841796875,0.192,6.251708984375,0.091,4.4801025390625,0.239,3.6448974609375,0.392,4.449462890625,0.24,4.4254150390625,0.307,3.3233642578125,0.515,4.82396240234375,0.23040000000000002,0.6374986760709878,0.6834039142817067
NR2F1:P1P2,451,targeting,2.5697021484375,0.617,2.8857421875,0.508,2.6802978515625,0.548,3.14013671875,0.413,2.6121826171875,0.55,3.2003173828125,0.339,2.947021484375,0.462,3.1416015625,0.425,2.5037841796875,0.619,2.8631591796875,0.509,2.4522705078125,0.651,3.579833984375,0.255,3.1688232421875,0.382,2.859130859375,0.487,3.783447265625,0.285,2.8341064453125,0.507,3.0089111328125,0.432,4.012939453125,0.183,3.1634521484375,0.449,3.6634521484375,0.263,3.053515625,0.44420000000000004,0.3524116688944004,0.4848001466452684
ZNF169:P1P2,374,targeting,10.77001953125,0.012,10.2789306640625,0.006,13.439208984375,0.0,11.4132080078125,0.003,13.57958984375,0.001,11.737548828125,0.0,11.2716064453125,0.001,9.4053955078125,0.013,11.7801513671875,0.006,13.15625,0.001,9.74169921875,0.012,12.4742431640625,0.004,9.839111328125,0.006,11.3924560546875,0.001,13.5648193359375,0.0,12.4326171875,0.002,9.201416015625,0.014,13.2623291015625,0.003,8.466796875,0.034,10.21435546875,0.002,11.371087646484375,0.0060500000000000016,2.217527375833714,1.0558020070162397
MEIS1:P1P2,401,targeting,59.835205078125,0.0,63.4547119140625,0.0,66.10546875,0.0,62.5816650390625,0.0,65.27880859375,0.0,61.79443359375,0.0,60.3734130859375,0.0,61.0262451171875,0.0,64.4373779296875,0.0,67.16357421875,0.0,59.769287109375,0.0,67.0399169921875,0.0,57.080322265625,0.0,59.5101318359375,0.0,73.9598388671875,0.0,61.462158203125,0.0,55.51123046875,0.0,66.4935302734375,0.0,57.64306640625,0.0,60.468017578125,0.0,62.54942016601562,0.0,5.0,1.7962232881322844
E2F6:P1P2,552,targeting,7.747314453125,0.005,8.4661865234375,0.002,8.923583984375,0.002,9.3282470703125,0.001,9.196044921875,0.0,8.6806640625,0.003,7.3924560546875,0.004,7.9393310546875,0.003,8.3145751953125,0.001,9.336669921875,0.0,7.959716796875,0.003,9.4197998046875,0.0,6.79833984375,0.012,7.2830810546875,0.009,11.8316650390625,0.001,7.177490234375,0.008,6.187255859375,0.01,8.8345947265625,0.001,7.008544921875,0.015,7.319580078125,0.006,8.257257080078125,0.0043,2.3655227298392685,0.9168358060590701
ZNF584:P1P2,614,targeting,3.2470703125,0.192,2.8411865234375,0.313,3.91357421875,0.097,3.7071533203125,0.118,4.369140625,0.074,3.76708984375,0.118,3.3470458984375,0.16,3.2540283203125,0.187,3.9227294921875,0.09,4.31640625,0.058,2.9207763671875,0.253,3.9154052734375,0.072,2.557373046875,0.376,3.4971923828125,0.116,4.6522216796875,0.061,4.09912109375,0.079,2.50732421875,0.38,4.1397705078125,0.085,2.497314453125,0.418,2.9884033203125,0.214,3.523016357421875,0.17305,0.7618033006209861,0.5469146596222209
"SKOR2:ENST00000400404.1,ENST00000425639.1",990,targeting,1.4432373046875,0.679,1.8077392578125,0.458,1.1480712890625,0.858,1.4375,0.67,1.463623046875,0.607,1.9383544921875,0.338,2.090087890625,0.267,2.359130859375,0.199,1.33837890625,0.717,1.8367919921875,0.394,2.0826416015625,0.296,1.9835205078125,0.315,2.72119140625,0.119,1.8995361328125,0.342,2.3203125,0.229,1.4920654296875,0.63,2.6873779296875,0.121,1.736328125,0.42,2.1026611328125,0.316,2.6597900390625,0.124,1.9274169921875,0.40495000000000003,0.3925878721858209,0.2849756834227667
ZNF717:P1P2,485,targeting,4.3070068359375,0.142,5.322021484375,0.061,5.417236328125,0.065,4.950927734375,0.073,6.1427001953125,0.032,4.8519287109375,0.087,4.017578125,0.149,5.303955078125,0.064,5.117431640625,0.054,5.8575439453125,0.037,4.7911376953125,0.097,5.6376953125,0.045,3.6190185546875,0.233,3.662353515625,0.23,8.3223876953125,0.005,4.291748046875,0.116,3.701416015625,0.178,5.63916015625,0.041,4.2120361328125,0.166,4.0260009765625,0.15,4.959564208984375,0.10124999999999999,0.994562076949178,0.6954435172264469
ZNF518B:P1P2,221,targeting,35.7264404296875,0.0,34.718505859375,0.0,38.5057373046875,0.0,37.691650390625,0.0,38.7103271484375,0.0,36.0050048828125,0.0,33.243408203125,0.0,32.1357421875,0.0,35.93359375,0.0,36.9654541015625,0.0,34.8280029296875,0.0,36.230712890625,0.0,31.7777099609375,0.0,34.783447265625,0.0,40.06591796875,0.0,35.4295654296875,0.0,29.6451416015625,0.0,36.107177734375,0.0,31.9127197265625,0.0,29.8673095703125,0.0,35.01417846679688,0.0,5.0,1.544243941007517
ZNF260:P1P2,418,targeting,3.7596435546875,0.328,3.583740234375,0.357,4.2169189453125,0.243,4.302734375,0.174,5.0814208984375,0.118,3.9542236328125,0.222,4.095703125,0.228,3.897216796875,0.272,3.83837890625,0.294,4.2344970703125,0.218,3.554931640625,0.389,4.7393798828125,0.147,3.2244873046875,0.416,3.560302734375,0.318,5.571044921875,0.105,3.8328857421875,0.287,3.1746826171875,0.412,4.642822265625,0.156,3.348388671875,0.425,2.8743896484375,0.543,3.9743896484375,0.28259999999999996,0.5488124749432927,0.599270443013042
L3MBTL4:P1P2,790,targeting,3.875732421875,0.051,4.6678466796875,0.026,3.735595703125,0.068,3.6939697265625,0.059,4.720947265625,0.022,3.764892578125,0.065,2.7813720703125,0.162,4.3424072265625,0.022,4.2537841796875,0.037,4.94677734375,0.018,4.44775390625,0.023,4.3228759765625,0.033,2.80078125,0.17,3.1500244140625,0.1,6.9825439453125,0.002,3.186279296875,0.101,2.57666015625,0.222,4.3350830078125,0.027,3.890380859375,0.059,3.316162109375,0.093,3.989593505859375,0.068,1.1674272251538202,0.6009286482793528
ZNF239:P1P2,876,targeting,6.4461669921875,0.003,5.51416015625,0.005,7.3773193359375,0.0,6.7139892578125,0.001,6.6270751953125,0.0,7.2149658203125,0.002,5.26611328125,0.006,5.1181640625,0.007,6.622802734375,0.003,7.5072021484375,0.0,5.9227294921875,0.004,5.884765625,0.004,5.7340087890625,0.006,7.19482421875,0.001,6.851806640625,0.002,7.258056640625,0.0,5.279541015625,0.007,6.45556640625,0.002,5.0601806640625,0.01,4.9281005859375,0.005,6.248876953125,0.0034000000000000002,2.4672456210075024,0.7958019730423556
ZNF10:P1P2,470,targeting,5.9246826171875,0.039,6.40087890625,0.023,5.8018798828125,0.05,5.991455078125,0.033,6.5364990234375,0.016,5.4512939453125,0.046,4.4661865234375,0.121,5.953125,0.042,6.0673828125,0.031,6.4146728515625,0.026,5.5513916015625,0.065,6.5926513671875,0.025,3.8321533203125,0.21,4.732421875,0.104,9.5811767578125,0.002,4.9796142578125,0.081,3.4547119140625,0.283,6.4697265625,0.02,5.7740478515625,0.051,4.2960205078125,0.135,5.7135986328125,0.07014999999999999,1.153910419642016,0.7569097289278761
ZNF627:P1P2,632,targeting,5.929443359375,0.007,6.1063232421875,0.011,5.72607421875,0.016,6.3004150390625,0.01,6.93212890625,0.006,5.20263671875,0.019,4.6107177734375,0.041,5.9837646484375,0.015,6.1954345703125,0.016,5.92529296875,0.01,5.876953125,0.023,6.3118896484375,0.011,3.77783203125,0.099,4.7706298828125,0.031,8.5130615234375,0.001,4.7744140625,0.031,3.593505859375,0.102,5.6912841796875,0.015,5.1851806640625,0.031,3.93212890625,0.075,5.56695556640625,0.028500000000000004,1.54500278269054,0.7456177549261968
FOXN4:P1P2,737,targeting,2.0299072265625,0.481,1.922607421875,0.541,1.8455810546875,0.553,1.764892578125,0.593,2.0921630859375,0.377,2.3021240234375,0.256,1.838623046875,0.487,2.0654296875,0.429,1.861328125,0.559,2.4635009765625,0.264,2.2012939453125,0.379,2.422119140625,0.292,2.4022216796875,0.273,1.924072265625,0.465,3.121826171875,0.148,1.434814453125,0.756,2.0540771484375,0.44,1.714111328125,0.605,1.7406005859375,0.619,2.2806396484375,0.33,2.0740966796875,0.44234999999999997,0.35422415061083135,0.31682899625562555
EMX2:P1P2,442,targeting,3.448486328125,0.36,3.5242919921875,0.317,4.3271484375,0.159,4.1312255859375,0.194,4.1279296875,0.209,3.962646484375,0.221,3.297607421875,0.336,3.2286376953125,0.415,3.8179931640625,0.261,4.442626953125,0.155,3.234619140625,0.414,4.4581298828125,0.146,2.83203125,0.483,3.6461181640625,0.268,5.7430419921875,0.052,3.391845703125,0.323,2.73388671875,0.527,4.6834716796875,0.112,2.79052734375,0.552,3.015380859375,0.451,3.74188232421875,0.29775000000000007,0.5261336442133081,0.5730901255621634
POU4F3:P1P2,604,targeting,2.3944091796875,0.462,2.452880859375,0.446,1.7349853515625,0.74,2.19482421875,0.485,2.6319580078125,0.331,1.7984619140625,0.696,1.396240234375,0.893,2.34375,0.454,1.65771484375,0.732,1.8875732421875,0.648,2.6053466796875,0.382,2.0843505859375,0.529,1.7281494140625,0.709,1.290283203125,0.916,3.714111328125,0.159,1.3343505859375,0.896,1.2689208984375,0.93,2.0673828125,0.556,2.7933349609375,0.3,1.4114990234375,0.881,2.0395263671875,0.60725,0.21662532475822044,0.30952932428906027
ZNF554:P1P2,802,targeting,2.7940673828125,0.176,2.1234130859375,0.385,1.4439697265625,0.737,2.18994140625,0.316,2.1298828125,0.345,2.03369140625,0.38,2.67333984375,0.167,2.5206298828125,0.244,1.75048828125,0.54,1.572509765625,0.626,3.3060302734375,0.088,1.708984375,0.537,3.2144775390625,0.085,2.833251953125,0.128,1.6533203125,0.622,2.2044677734375,0.293,2.8775634765625,0.133,1.295654296875,0.794,3.0338134765625,0.129,2.3404541015625,0.282,2.28499755859375,0.35035,0.45548548232956054,0.35888574038406207
NR4A2:P2,752,targeting,2.346435546875,0.357,1.9471435546875,0.549,3.059326171875,0.152,3.0419921875,0.165,3.44140625,0.107,2.984375,0.148,3.4100341796875,0.1,2.3912353515625,0.365,2.6568603515625,0.226,3.268310546875,0.131,2.392333984375,0.356,3.5487060546875,0.078,2.890625,0.184,3.0496826171875,0.129,3.3013916015625,0.124,2.916748046875,0.157,2.757568359375,0.204,2.9713134765625,0.148,1.689208984375,0.687,2.731689453125,0.199,2.8398193359375,0.2283,0.6414750659530107,0.45329071191282855
ZIC5:P1P2,584,targeting,18.3421630859375,0.0,19.465576171875,0.0,19.9676513671875,0.0,19.16455078125,0.0,22.1380615234375,0.0,17.9891357421875,0.0,16.592529296875,0.0,17.791748046875,0.0,19.502197265625,0.0,20.7276611328125,0.0,17.5072021484375,0.0,19.953125,0.0,14.8597412109375,0.0,16.97412109375,0.0,24.603759765625,0.0,17.9991455078125,0.0,14.0743408203125,0.0,21.0732421875,0.0,16.7132568359375,0.0,15.4752197265625,0.0,18.545721435546874,0.0,5.0,1.2682437322121043
KCNIP3:ENST00000468529.1,1108,targeting,4.1417236328125,0.013,3.80126953125,0.022,5.4830322265625,0.003,5.2867431640625,0.005,5.7947998046875,0.0,5.0257568359375,0.005,4.2900390625,0.008,3.61767578125,0.019,4.617431640625,0.005,5.3668212890625,0.003,3.7286376953125,0.024,5.175048828125,0.003,3.7191162109375,0.015,4.76953125,0.005,5.730712890625,0.002,5.2156982421875,0.004,3.2513427734375,0.038,5.402099609375,0.005,2.9691162109375,0.084,3.808349609375,0.019,4.559747314453125,0.014100000000000001,1.8504729862456522,0.658940776221603
REXO4:P1P2,353,targeting,5.434326171875,0.155,5.8721923828125,0.132,6.144775390625,0.098,6.2396240234375,0.095,6.54052734375,0.057,5.397705078125,0.126,5.14794921875,0.169,5.1307373046875,0.185,5.4801025390625,0.136,6.4412841796875,0.077,5.418212890625,0.153,6.6495361328125,0.057,4.75048828125,0.212,5.0018310546875,0.189,8.0401611328125,0.032,4.586181640625,0.225,4.50244140625,0.231,5.858154296875,0.109,4.44873046875,0.304,4.79150390625,0.223,5.5938232421875,0.14824999999999997,0.8289760042142771,0.7477087390903123
CAPN15:P1P2,116,targeting,8.0804443359375,0.659,8.185546875,0.676,6.5863037109375,0.835,6.8291015625,0.775,8.5657958984375,0.555,7.3551025390625,0.679,7.86669921875,0.637,7.747314453125,0.714,6.540771484375,0.823,6.9154052734375,0.768,8.6649169921875,0.568,7.04931640625,0.76,7.7567138671875,0.639,6.7529296875,0.79,8.74072265625,0.599,6.8843994140625,0.79,7.6781005859375,0.674,7.616943359375,0.678,8.6214599609375,0.596,7.0269775390625,0.774,7.573248291015625,0.69945,0.15523711644876032,0.8792821955213422
CRX:P1P2,393,targeting,2.7822265625,0.646,3.0350341796875,0.569,4.121337890625,0.296,3.9288330078125,0.307,3.7626953125,0.327,3.854248046875,0.273,2.7589111328125,0.596,2.7611083984375,0.64,3.4969482421875,0.404,3.59228515625,0.368,3.206787109375,0.475,3.7408447265625,0.314,2.4990234375,0.7,3.1141357421875,0.476,5.0784912109375,0.147,3.07373046875,0.509,2.264404296875,0.777,3.995361328125,0.268,2.298095703125,0.83,2.7314453125,0.618,3.30479736328125,0.47700000000000015,0.3214725163492022,0.5191448354686325
USF1:P1P2,240,targeting,9.0687255859375,0.106,8.345703125,0.122,7.3656005859375,0.19,10.09912109375,0.051,8.5579833984375,0.096,10.5657958984375,0.039,11.35693359375,0.031,11.26123046875,0.031,8.412109375,0.106,8.9835205078125,0.083,9.8936767578125,0.058,10.06787109375,0.044,12.0413818359375,0.024,10.05078125,0.051,7.68115234375,0.152,9.3970947265625,0.068,12.1229248046875,0.025,8.52880859375,0.083,10.4730224609375,0.044,11.0958251953125,0.036,9.768463134765625,0.072,1.1426071890790988,0.9898262418566603
NFE2:P1P2,579,targeting,4.505615234375,0.072,4.4232177734375,0.083,5.7467041015625,0.023,4.9407958984375,0.051,5.86962890625,0.03,4.932373046875,0.041,4.9278564453125,0.036,3.5404052734375,0.167,4.7037353515625,0.044,5.27978515625,0.028,3.985595703125,0.142,5.25390625,0.039,4.159912109375,0.088,5.2437744140625,0.028,5.8524169921875,0.024,5.067626953125,0.034,3.8206787109375,0.143,5.8109130859375,0.015,2.85400390625,0.362,4.34326171875,0.061,4.7631103515625,0.07555,1.121708050750204,0.6778906433464625
GTF2IRD2:ENST00000405086.2,252,targeting,21.499267578125,0.001,19.6397705078125,0.002,24.244873046875,0.001,24.4552001953125,0.0,24.896728515625,0.0,24.1318359375,0.0,23.0574951171875,0.001,19.872314453125,0.0,22.4517822265625,0.001,22.806396484375,0.0,20.1343994140625,0.002,22.9654541015625,0.001,20.98291015625,0.0,23.6878662109375,0.001,22.77978515625,0.002,23.440185546875,0.0,20.175048828125,0.0,23.4163818359375,0.0,19.0267333984375,0.001,19.709228515625,0.002,22.168682861328126,0.00075,3.1191864077192086,1.3457398905411888
HOXC9:P1P2,1029,targeting,2.8760986328125,0.088,2.510986328125,0.153,1.7081298828125,0.431,2.227783203125,0.209,1.5401611328125,0.497,2.8306884765625,0.082,2.96337890625,0.046,3.214111328125,0.055,2.091796875,0.256,2.1195068359375,0.252,3.4249267578125,0.053,1.970703125,0.267,3.6409912109375,0.023,3.125732421875,0.059,1.5074462890625,0.575,2.7249755859375,0.074,3.9222412109375,0.022,1.929443359375,0.277,3.3380126953125,0.043,3.6595458984375,0.027,2.6663330078125,0.17445000000000002,0.7583041318601899,0.4259143890477408
HOXD8:P1P2,616,targeting,3.834228515625,0.107,3.4437255859375,0.159,2.858154296875,0.277,4.0684814453125,0.071,3.02880859375,0.195,3.9638671875,0.099,2.5281982421875,0.352,3.7947998046875,0.115,3.4134521484375,0.143,3.6181640625,0.125,3.6192626953125,0.131,3.1378173828125,0.186,2.923583984375,0.212,3.3641357421875,0.16,4.5103759765625,0.055,2.480224609375,0.341,3.1583251953125,0.193,3.1322021484375,0.196,3.766845703125,0.127,2.7305908203125,0.305,3.36876220703125,0.17745000000000005,0.7508995228170775,0.5274703562411538
DMRT1:P1P2,670,targeting,1.745849609375,0.677,2.0899658203125,0.504,2.012451171875,0.528,1.9683837890625,0.53,2.0885009765625,0.483,2.175537109375,0.39,1.6053466796875,0.712,2.1881103515625,0.471,1.8360595703125,0.586,2.137939453125,0.477,1.626953125,0.731,1.753662109375,0.639,1.64306640625,0.701,2.2740478515625,0.38,2.8135986328125,0.236,2.4552001953125,0.312,1.403076171875,0.833,2.3397216796875,0.365,2.02197265625,0.524,1.652099609375,0.687,1.9915771484375,0.5383,0.2689675523699334,0.2991971344921382
