,cell_count,type,distance_0,pval_0,distance_1,pval_1,distance_2,pval_2,distance_3,pval_3,distance_4,pval_4,distance_5,pval_5,distance_6,pval_6,distance_7,pval_7,distance_8,pval_8,distance_9,pval_9,distance_10,pval_10,distance_11,pval_11,distance_12,pval_12,distance_13,pval_13,distance_14,pval_14,distance_15,pval_15,distance_16,pval_16,distance_17,pval_17,distance_18,pval_18,distance_19,pval_19,distance_mean,pval_mean,pval_mean_log,distance_mean_log
HIVEP3:ENST00000372584.1,235,targeting,7.766845703125,0.163,7.2418212890625,0.206,5.38720703125,0.43,7.6759033203125,0.171,6.7890625,0.223,6.7568359375,0.196,5.5198974609375,0.355,7.9595947265625,0.124,6.9044189453125,0.205,6.28173828125,0.288,8.139404296875,0.119,6.8919677734375,0.164,5.509033203125,0.363,5.4683837890625,0.364,8.0811767578125,0.135,4.941650390625,0.453,5.843017578125,0.297,5.5299072265625,0.352,7.93017578125,0.181,5.3486328125,0.38,6.598333740234375,0.25844999999999996,0.5876066600108883,0.8194342781503047
OR2T4,547,negative control,2.764404296875,0.378,3.18212890625,0.277,3.3221435546875,0.227,2.9261474609375,0.327,3.5814208984375,0.189,2.7105712890625,0.358,2.1961669921875,0.556,3.129150390625,0.304,2.9722900390625,0.301,3.44091796875,0.223,2.4913330078125,0.483,3.3394775390625,0.192,2.3255615234375,0.499,2.1905517578125,0.568,5.19775390625,0.051,2.5797119140625,0.418,1.3392333984375,0.93,3.521484375,0.193,3.392578125,0.264,2.5772705078125,0.452,2.959014892578125,0.3595,0.44428902493501354,0.4711471509491511
FLYWCH1:P1P2,1137,targeting,3.1240234375,0.033,4.0430908203125,0.017,3.817138671875,0.02,3.6580810546875,0.019,4.378173828125,0.005,3.86767578125,0.013,3.1475830078125,0.045,4.2811279296875,0.006,3.7899169921875,0.014,4.516845703125,0.007,4.009521484375,0.011,4.4517822265625,0.004,2.6016845703125,0.067,2.6119384765625,0.072,6.6466064453125,0.0,2.494384765625,0.097,2.59130859375,0.076,4.0933837890625,0.01,3.09130859375,0.053,3.259765625,0.029,3.72376708984375,0.029900000000000003,1.5241835869686817,0.5709825093772607
HNF1B:P1P2,601,targeting,4.4091796875,0.062,4.6973876953125,0.047,3.718994140625,0.128,4.57421875,0.051,3.6534423828125,0.154,4.164306640625,0.08,3.7225341796875,0.11,4.7833251953125,0.049,4.1932373046875,0.085,3.47119140625,0.182,4.5205078125,0.054,4.3900146484375,0.042,3.85791015625,0.107,3.8414306640625,0.096,5.3297119140625,0.028,3.58251953125,0.141,3.8751220703125,0.114,4.4632568359375,0.057,5.215576171875,0.039,4.66943359375,0.051,4.2566650390625,0.08385000000000001,1.0764451419324506,0.6290694764843221
SP2:P1P2,62,targeting,20.7818603515625,0.373,20.6142578125,0.385,25.6673583984375,0.216,25.190185546875,0.183,25.9884033203125,0.167,25.4813232421875,0.162,26.275390625,0.149,23.8369140625,0.224,23.8251953125,0.227,25.2996826171875,0.198,20.5203857421875,0.358,26.196533203125,0.163,24.0682373046875,0.2,24.60009765625,0.204,25.475341796875,0.205,26.3089599609375,0.162,23.3929443359375,0.234,27.400390625,0.132,21.2386474609375,0.343,24.2200927734375,0.215,24.319110107421874,0.225,0.6477981803405841,1.3859476790502412
DRGX:P1P2,863,targeting,2.091796875,0.351,1.4644775390625,0.685,2.36328125,0.227,2.7054443359375,0.151,1.9697265625,0.353,3.1875,0.086,3.2606201171875,0.078,2.033935546875,0.357,1.8848876953125,0.411,2.298828125,0.248,2.20947265625,0.285,2.1920166015625,0.271,3.5361328125,0.057,3.2337646484375,0.065,1.5145263671875,0.644,2.883056640625,0.111,3.30322265625,0.069,2.1556396484375,0.305,1.899658203125,0.414,3.032958984375,0.09,2.46104736328125,0.26289999999999997,0.5801928948285014,0.39111997185548747
OR51A2,421,negative control,3.4873046875,0.371,4.264892578125,0.208,4.7108154296875,0.179,4.3392333984375,0.188,4.5235595703125,0.177,3.409423828125,0.376,2.9366455078125,0.489,2.62744140625,0.676,3.77734375,0.29,5.0711669921875,0.117,3.4886474609375,0.396,4.662109375,0.158,2.6968994140625,0.585,3.3743896484375,0.411,6.18994140625,0.052,3.6141357421875,0.287,2.225830078125,0.766,4.501708984375,0.164,2.9119873046875,0.591,2.6357421875,0.646,3.7724609375,0.35634999999999994,0.44811104973672405,0.5766247515050084
HIC2:P2,371,targeting,4.256591796875,0.321,4.5211181640625,0.257,5.97802734375,0.103,5.0718994140625,0.159,5.984375,0.088,5.016845703125,0.152,4.4119873046875,0.234,3.8070068359375,0.39,5.2740478515625,0.14,5.711669921875,0.116,4.09228515625,0.353,5.2833251953125,0.151,3.7763671875,0.377,5.6204833984375,0.116,7.1685791015625,0.039,5.9755859375,0.071,3.20458984375,0.531,6.5706787109375,0.065,3.8623046875,0.41,4.00244140625,0.342,4.979510498046875,0.22075,0.656079614606774,0.6971866523087489
GABPA:P1P2,247,targeting,6.744384765625,0.21,5.1685791015625,0.43,6.5810546875,0.239,8.1363525390625,0.094,6.745361328125,0.185,8.16748046875,0.098,8.1058349609375,0.117,7.2176513671875,0.181,6.8521728515625,0.197,6.916015625,0.189,7.133544921875,0.204,6.9927978515625,0.171,7.617431640625,0.134,7.8948974609375,0.096,5.2696533203125,0.444,7.61767578125,0.117,7.819091796875,0.107,5.7489013671875,0.289,5.72607421875,0.355,6.18310546875,0.242,6.931903076171875,0.20495000000000002,0.6883308875993889,0.8408524816561322
OR52N2,446,negative control,10.01123046875,0.003,11.524658203125,0.001,14.2684326171875,0.001,12.589111328125,0.002,12.5777587890625,0.002,12.094482421875,0.001,10.7056884765625,0.001,10.084716796875,0.005,12.273193359375,0.001,12.6494140625,0.003,9.326904296875,0.011,12.2479248046875,0.001,9.06689453125,0.002,12.341064453125,0.001,15.210205078125,0.0,13.07373046875,0.001,9.250732421875,0.007,15.0145263671875,0.0,10.326416015625,0.005,9.9588623046875,0.003,11.72979736328125,0.00255,2.5917600346881504,1.0692905095776835
CDK9:P1P2,201,targeting,17.180908203125,0.012,18.2825927734375,0.006,18.392822265625,0.006,17.9830322265625,0.01,19.2890625,0.004,17.94189453125,0.006,18.0723876953125,0.004,16.8961181640625,0.008,17.8309326171875,0.002,18.589599609375,0.003,17.51416015625,0.006,20.6336669921875,0.002,16.494873046875,0.012,16.4532470703125,0.008,22.8253173828125,0.002,15.78125,0.017,15.857177734375,0.007,18.4766845703125,0.012,15.72021484375,0.011,17.135498046875,0.006,17.867572021484374,0.007200000000000001,2.142064735280571,1.2520655413522002
MYCN:P2,600,targeting,12.55029296875,0.001,13.1456298828125,0.0,14.591552734375,0.0,14.2650146484375,0.0,15.846435546875,0.0,13.00341796875,0.0,12.8636474609375,0.0,12.0665283203125,0.0,13.5711669921875,0.0,13.80859375,0.0,12.284912109375,0.0,14.8377685546875,0.0,11.0692138671875,0.002,12.0997314453125,0.0,17.3289794921875,0.0,12.5069580078125,0.0,10.038330078125,0.001,14.8724365234375,0.0,10.95556640625,0.0,10.98681640625,0.0,13.134649658203125,0.0002,3.677780705266081,1.1184184932973216
ZNF264:P1P2,415,targeting,2.3900146484375,0.743,2.27880859375,0.78,2.6546630859375,0.622,2.699462890625,0.594,3.1690673828125,0.448,2.2943115234375,0.721,2.209228515625,0.756,2.31005859375,0.758,2.363525390625,0.728,2.5440673828125,0.678,2.5316162109375,0.689,3.03955078125,0.426,1.8609619140625,0.89,2.255615234375,0.741,4.148681640625,0.256,2.0975341796875,0.809,1.3828125,0.984,2.695068359375,0.57,2.1480712890625,0.841,1.8924560546875,0.877,2.44827880859375,0.69555,0.15766540119314834,0.3888608734976101
SOX4:P1,1883,targeting,29.81494140625,0.0,29.18017578125,0.0,26.2725830078125,0.0,28.118896484375,0.0,28.2115478515625,0.0,27.7181396484375,0.0,31.769775390625,0.0,30.9774169921875,0.0,28.6566162109375,0.0,27.0316162109375,0.0,30.3760986328125,0.0,31.2218017578125,0.0,31.9718017578125,0.0,29.8602294921875,0.0,29.34814453125,0.0,27.2637939453125,0.0,31.7923583984375,0.0,27.714599609375,0.0,30.255859375,0.0,32.0423583984375,0.0,29.479937744140624,0.0,5.0,1.4695265620430267
SMAD6:P1P2,1171,targeting,19.1116943359375,0.0,21.77783203125,0.0,22.4556884765625,0.0,22.064208984375,0.0,20.4085693359375,0.0,22.8223876953125,0.0,22.044677734375,0.0,21.19580078125,0.0,21.154541015625,0.0,23.0418701171875,0.0,21.9962158203125,0.0,21.2681884765625,0.0,21.7335205078125,0.0,21.65283203125,0.0,22.45263671875,0.0,21.4404296875,0.0,22.1903076171875,0.0,21.539306640625,0.0,19.7801513671875,0.0,22.3599853515625,0.0,21.624542236328125,0.0,5.0,1.3349469227800468
MYF5:P1P2,427,targeting,2.1776123046875,0.775,2.254150390625,0.782,2.6212158203125,0.652,2.948974609375,0.481,3.0230712890625,0.457,2.4298095703125,0.675,2.596435546875,0.596,2.823974609375,0.524,2.488037109375,0.648,2.4068603515625,0.691,2.4385986328125,0.694,2.757568359375,0.504,2.3526611328125,0.689,2.512939453125,0.635,3.4541015625,0.345,2.3043212890625,0.702,2.0211181640625,0.813,2.184814453125,0.743,2.1966552734375,0.789,1.9503173828125,0.82,2.497161865234375,0.65075,0.18657914951692012,0.3974466940933308
FOSB:P1,709,targeting,1.2960205078125,0.881,1.800537109375,0.639,1.4222412109375,0.832,1.795654296875,0.61,1.4556884765625,0.789,2.0308837890625,0.421,2.136474609375,0.422,2.65478515625,0.264,1.783447265625,0.607,2.016357421875,0.489,2.279541015625,0.4,2.24169921875,0.37,2.2330322265625,0.381,1.909912109375,0.535,2.8076171875,0.209,1.6505126953125,0.686,2.5040283203125,0.276,1.81103515625,0.571,2.2916259765625,0.397,2.6243896484375,0.247,2.037274169921875,0.5013,0.29989363210846476,0.3090494789126579
MIER1:P2,812,targeting,6.970458984375,0.0,5.478759765625,0.014,6.6058349609375,0.004,7.4677734375,0.0,6.2427978515625,0.007,7.605712890625,0.001,6.7119140625,0.004,6.103271484375,0.005,6.532470703125,0.003,5.9964599609375,0.003,6.7252197265625,0.003,6.53466796875,0.001,7.25732421875,0.003,7.07568359375,0.001,5.943115234375,0.004,6.5294189453125,0.002,6.7489013671875,0.002,5.8787841796875,0.007,5.7083740234375,0.016,6.1156005859375,0.002,6.511627197265625,0.004100000000000001,2.3861581781239307,0.813689528428288
PHF19:P1P2,835,targeting,2.2293701171875,0.326,2.149169921875,0.371,1.2987060546875,0.81,2.001220703125,0.389,1.4688720703125,0.668,2.1575927734375,0.286,2.49267578125,0.196,2.583984375,0.224,1.8243408203125,0.467,1.5030517578125,0.68,2.96826171875,0.14,1.7076416015625,0.527,2.6790771484375,0.153,2.2880859375,0.256,1.7080078125,0.56,1.5814208984375,0.599,3.0855712890625,0.101,1.19873046875,0.837,2.6541748046875,0.192,2.7386474609375,0.16,2.11593017578125,0.39710000000000006,0.4010891764210409,0.32550133218486804
ZNF800:P1P2,759,targeting,6.0286865234375,0.01,6.50146484375,0.005,6.9754638671875,0.003,6.173583984375,0.004,6.6861572265625,0.002,6.3765869140625,0.006,5.228759765625,0.013,5.465087890625,0.017,6.798095703125,0.002,7.6942138671875,0.0,6.0338134765625,0.01,6.946044921875,0.003,5.3265380859375,0.007,6.236328125,0.001,9.617431640625,0.0,6.0125732421875,0.009,4.6241455078125,0.026,7.10595703125,0.002,5.4254150390625,0.011,5.7342529296875,0.006,6.349530029296875,0.00685,2.1636758842932484,0.802741581475213
PITX1:P1P2,609,targeting,2.101318359375,0.583,2.01806640625,0.62,2.2947998046875,0.499,2.81201171875,0.269,2.1339111328125,0.489,2.9317626953125,0.225,2.130615234375,0.511,2.59814453125,0.343,2.551025390625,0.342,2.69921875,0.294,2.0423583984375,0.587,2.62158203125,0.334,2.1641845703125,0.506,2.810302734375,0.265,3.275390625,0.188,2.6715087890625,0.317,2.2088623046875,0.505,2.8287353515625,0.265,2.3079833984375,0.495,2.7603759765625,0.27,2.49810791015625,0.3953499999999999,0.4030072719419959,0.39761119455580396
ZNF589:P1P2,850,targeting,1.8048095703125,0.469,1.9910888671875,0.427,2.1793212890625,0.313,2.436279296875,0.231,2.5296630859375,0.182,1.8675537109375,0.408,2.543212890625,0.172,2.6199951171875,0.181,2.1121826171875,0.286,2.32421875,0.236,2.2530517578125,0.264,3.054443359375,0.09,2.0220947265625,0.327,1.659423828125,0.548,3.3983154296875,0.079,1.7291259765625,0.502,2.0440673828125,0.323,2.340087890625,0.217,1.8138427734375,0.486,2.4810791015625,0.214,2.26019287109375,0.29775,0.5261336442133082,0.3541455007747137
RFX2:P1P2,445,targeting,1.597900390625,0.942,1.6126708984375,0.951,2.0439453125,0.829,2.1322021484375,0.759,2.092529296875,0.771,2.0810546875,0.779,2.0472412109375,0.797,2.0343017578125,0.84,1.8626708984375,0.852,1.961181640625,0.821,2.167236328125,0.773,2.068115234375,0.762,1.79931640625,0.866,1.7821044921875,0.877,3.1114501953125,0.475,1.57958984375,0.939,1.5126953125,0.954,1.9080810546875,0.838,1.6005859375,0.951,1.610595703125,0.931,1.9302734375,0.83535,0.07812632413335963,0.28561883438907987
DAXX:P2,320,targeting,16.8006591796875,0.0,18.0498046875,0.0,17.3670654296875,0.001,16.980712890625,0.0,17.9215087890625,0.001,16.0208740234375,0.0,13.7646484375,0.0,16.495849609375,0.002,17.79638671875,0.0,18.5809326171875,0.001,16.4154052734375,0.0,17.854248046875,0.0,13.2603759765625,0.004,14.758056640625,0.001,23.14208984375,0.0,14.8782958984375,0.001,12.6771240234375,0.002,17.7197265625,0.0,15.7708740234375,0.0,14.2730712890625,0.001,16.526385498046874,0.0007000000000000001,3.1487416512809245,1.21817787898571
KLF9:P1P2,995,targeting,2.946533203125,0.076,2.02978515625,0.31,3.2960205078125,0.066,3.526611328125,0.038,3.2598876953125,0.064,3.1400146484375,0.069,3.0489501953125,0.068,2.31689453125,0.21,3.031005859375,0.073,2.9791259765625,0.068,2.637451171875,0.131,2.9381103515625,0.059,2.8577880859375,0.079,3.960693359375,0.023,2.964599609375,0.091,3.7056884765625,0.029,2.3409423828125,0.207,2.8837890625,0.079,2.3121337890625,0.21,2.4141845703125,0.154,2.929510498046875,0.10519999999999999,0.9779429793988351,0.46679505866224513
OR13C9,600,negative control,1.6761474609375,0.804,2.0208740234375,0.641,2.9617919921875,0.28,2.20849609375,0.515,2.15283203125,0.525,2.1861572265625,0.499,1.610107421875,0.78,1.8941650390625,0.728,2.3135986328125,0.497,2.830810546875,0.289,1.3514404296875,0.917,2.3177490234375,0.465,1.61279296875,0.797,2.5574951171875,0.395,3.1097412109375,0.259,2.651611328125,0.34,1.4832763671875,0.878,3.29248046875,0.198,1.6446533203125,0.812,2.5775146484375,0.372,2.222686767578125,0.54955,0.2599848851396771,0.3468782640047458
EP300:P1P2,488,targeting,20.1358642578125,0.0,19.71826171875,0.0,18.5950927734375,0.0,19.98193359375,0.0,19.9573974609375,0.0,19.6026611328125,0.0,15.999755859375,0.0,19.40625,0.0,19.9794921875,0.0,20.4932861328125,0.0,20.1182861328125,0.0,19.1475830078125,0.0,16.0657958984375,0.0,17.17333984375,0.0,22.3623046875,0.0,17.4049072265625,0.0,15.7850341796875,0.0,17.640869140625,0.0,18.2459716796875,0.0,16.0992431640625,0.0,18.69566650390625,0.0,5.0,1.2717409524433787
PAX3:P1P2,768,targeting,2.796142578125,0.179,2.8416748046875,0.183,2.36474609375,0.275,2.26953125,0.313,2.6016845703125,0.202,2.078857421875,0.349,1.5938720703125,0.632,1.9434814453125,0.452,2.2718505859375,0.338,2.392822265625,0.269,2.739013671875,0.181,2.3785400390625,0.272,1.58349609375,0.621,2.0399169921875,0.382,3.983154296875,0.05,2.037841796875,0.395,1.24072265625,0.849,2.5167236328125,0.228,2.28466796875,0.331,1.65478515625,0.597,2.28067626953125,0.35490000000000005,0.4498817637303595,0.35806364374483834
EEA1:P1P2,996,targeting,2.141357421875,0.261,2.6820068359375,0.115,2.5338134765625,0.159,2.5726318359375,0.124,2.6875,0.121,2.67529296875,0.094,2.3515625,0.175,2.9530029296875,0.091,2.8253173828125,0.076,3.6119384765625,0.035,2.326416015625,0.197,3.4283447265625,0.038,1.84619140625,0.359,1.8509521484375,0.338,4.8472900390625,0.003,2.114501953125,0.258,2.190673828125,0.205,3.3873291015625,0.046,2.262939453125,0.235,2.905029296875,0.088,2.70970458984375,0.15089999999999998,0.8212819808942314,0.43292194696524694
ZC3H15:P1P2,384,targeting,16.8609619140625,0.0,15.96240234375,0.0,13.7501220703125,0.0,16.541748046875,0.0,15.1488037109375,0.001,16.6427001953125,0.0,18.948486328125,0.0,19.3389892578125,0.0,15.8828125,0.0,14.5123291015625,0.001,17.6507568359375,0.0,17.839111328125,0.0,19.1768798828125,0.0,16.87353515625,0.0,15.15771484375,0.0,15.5841064453125,0.0,19.5379638671875,0.0,14.406494140625,0.0,18.6158447265625,0.0,18.7532958984375,0.0,16.8592529296875,0.0001,3.958607314841775,1.226838326178242
ATF2:P1P2,437,targeting,5.1295166015625,0.104,5.45703125,0.081,5.1846923828125,0.11,5.6549072265625,0.07,6.5780029296875,0.024,5.0098876953125,0.111,4.2052001953125,0.185,5.21533203125,0.109,5.373291015625,0.083,6.0975341796875,0.051,5.27685546875,0.093,5.821044921875,0.056,3.6680908203125,0.277,3.8297119140625,0.241,8.357666015625,0.005,4.1038818359375,0.179,3.4447021484375,0.296,5.713134765625,0.053,4.6024169921875,0.159,4.2501220703125,0.171,5.148651123046875,0.12289999999999998,0.9104127813271954,0.7116934646629517
ZNF648:P1P2,433,targeting,6.718017578125,0.032,6.0601806640625,0.066,4.81591796875,0.137,6.1522216796875,0.041,4.939697265625,0.107,6.11865234375,0.041,5.2415771484375,0.092,6.1688232421875,0.037,5.3194580078125,0.077,4.92333984375,0.104,6.962158203125,0.039,5.5684814453125,0.052,6.229248046875,0.035,5.2000732421875,0.095,4.9722900390625,0.12,3.95166015625,0.2,6.748046875,0.026,4.3795166015625,0.162,5.89697265625,0.064,6.00048828125,0.052,5.618341064453125,0.07895,1.1025928603384196,0.7496080997487826
LHX1:P1P2,223,targeting,11.061767578125,0.051,11.1414794921875,0.051,10.250244140625,0.068,11.0980224609375,0.035,12.044677734375,0.035,10.623046875,0.049,12.3626708984375,0.022,11.6331787109375,0.032,10.6239013671875,0.049,11.137939453125,0.05,11.7061767578125,0.052,13.1365966796875,0.015,11.428955078125,0.029,10.0841064453125,0.064,12.8167724609375,0.023,9.080810546875,0.085,11.56103515625,0.035,10.6719970703125,0.048,10.56640625,0.06,11.747802734375,0.016,11.23887939453125,0.04345,1.3619102780154941,1.0507230107852459
NANOGNB:ENST00000382119.1,558,targeting,4.552490234375,0.074,3.3963623046875,0.22,5.35107421875,0.036,5.6944580078125,0.038,5.107177734375,0.049,5.4036865234375,0.036,4.7962646484375,0.067,3.6734619140625,0.187,4.7764892578125,0.06,5.32177734375,0.044,3.9150390625,0.143,5.2010498046875,0.036,4.646484375,0.068,5.4010009765625,0.026,4.6187744140625,0.072,5.033935546875,0.046,4.327880859375,0.08,5.3739013671875,0.03,3.352294921875,0.236,4.5850830078125,0.074,4.726434326171875,0.08110000000000002,1.0909255985990955,0.6745336277476509
ZNF100:P1P2,187,targeting,6.351318359375,0.494,5.7303466796875,0.566,6.021484375,0.525,6.7681884765625,0.366,7.255615234375,0.302,5.406982421875,0.566,4.8682861328125,0.673,5.4808349609375,0.634,5.6392822265625,0.562,5.426513671875,0.601,5.883544921875,0.527,5.7738037109375,0.507,4.0107421875,0.817,5.1658935546875,0.64,6.6707763671875,0.45,5.123291015625,0.629,4.074951171875,0.82,6.0369873046875,0.473,5.47705078125,0.652,4.066162109375,0.853,5.561602783203125,0.58285,0.23443574803507566,0.7451999677673955
ZNF878:P1P2,749,targeting,1.6463623046875,0.659,1.65771484375,0.652,1.6776123046875,0.661,2.433349609375,0.278,1.8011474609375,0.53,2.3402099609375,0.298,2.177978515625,0.351,2.816162109375,0.185,1.826904296875,0.558,2.5887451171875,0.253,2.0147705078125,0.468,2.262451171875,0.329,2.3629150390625,0.292,1.888916015625,0.507,2.384033203125,0.301,1.8905029296875,0.476,2.8958740234375,0.144,2.19580078125,0.384,2.1055908203125,0.458,2.818115234375,0.16,2.1892578125,0.39720000000000005,0.4009798264149483,0.34029690818882075
SP3:P1P2,183,targeting,5.73095703125,0.6,6.2008056640625,0.525,5.294921875,0.654,5.7689208984375,0.559,4.459716796875,0.778,6.9345703125,0.351,5.4105224609375,0.585,7.2679443359375,0.356,5.8973388671875,0.53,7.17236328125,0.36,6.36181640625,0.46,6.0152587890625,0.49,6.7431640625,0.404,6.1849365234375,0.449,6.9315185546875,0.443,5.39794921875,0.613,6.303955078125,0.442,5.4818115234375,0.614,6.812255859375,0.44,7.478759765625,0.321,6.192474365234375,0.49870000000000003,0.3021519233371273,0.7918642174281937
FOXP3:P1P2,547,targeting,5.5283203125,0.028,6.2099609375,0.024,7.1971435546875,0.012,6.3389892578125,0.015,8.468017578125,0.003,5.956787109375,0.021,5.8441162109375,0.015,5.14111328125,0.053,6.2196044921875,0.014,7.191162109375,0.008,5.3856201171875,0.049,6.8687744140625,0.011,4.75390625,0.059,5.0755615234375,0.046,9.4986572265625,0.0,6.237548828125,0.01,4.34814453125,0.096,7.750244140625,0.002,4.749755859375,0.079,4.6986083984375,0.063,6.173101806640625,0.030400000000000003,1.5169835798558677,0.7905034393999063
NOTCH1:P1,267,targeting,13.39111328125,0.014,12.9891357421875,0.011,14.45068359375,0.004,15.2779541015625,0.002,15.412841796875,0.004,14.390380859375,0.005,12.3726806640625,0.005,12.7188720703125,0.01,14.0877685546875,0.004,14.793212890625,0.002,13.403564453125,0.007,13.6612548828125,0.004,11.3212890625,0.01,12.9847412109375,0.005,15.6885986328125,0.004,13.264892578125,0.002,10.9990234375,0.015,13.1417236328125,0.012,11.387939453125,0.023,10.521484375,0.022,13.312957763671875,0.00825,2.0830199526796176,1.1242745541776484
TBX20:P1P2,283,targeting,459.5107421875,0.0,461.572509765625,0.0,461.014892578125,0.0,464.9329833984375,0.0,452.24365234375,0.0,471.951904296875,0.0,476.5010986328125,0.0,466.359375,0.0,462.2882080078125,0.0,461.650390625,0.0,464.214599609375,0.0,471.9058837890625,0.0,477.707763671875,0.0,473.2647705078125,0.0,454.6317138671875,0.0,467.30517578125,0.0,479.981201171875,0.0,466.3046875,0.0,461.764892578125,0.0,481.2471923828125,0.0,466.81768188476565,0.0,5.0,2.669147297672279
NR2E1:P1P2,350,targeting,9.015869140625,0.028,9.7017822265625,0.016,12.15283203125,0.006,10.4669189453125,0.01,11.69921875,0.005,10.62939453125,0.011,9.6727294921875,0.008,8.4605712890625,0.021,10.1890869140625,0.012,12.2216796875,0.004,8.235107421875,0.035,10.8746337890625,0.003,8.87646484375,0.017,10.4425048828125,0.008,13.6246337890625,0.002,10.7685546875,0.008,7.944580078125,0.037,12.7884521484375,0.002,8.513916015625,0.029,9.44921875,0.012,10.286407470703125,0.0137,1.8629625452104874,1.0122637238323293
KLF5:P1P2,980,targeting,2.823486328125,0.081,2.5704345703125,0.142,2.63916015625,0.114,3.14453125,0.069,2.8896484375,0.089,2.6650390625,0.093,1.8397216796875,0.346,2.111572265625,0.23,2.3751220703125,0.153,2.38671875,0.15,2.73046875,0.092,2.6436767578125,0.112,1.952392578125,0.308,2.3905029296875,0.165,3.8092041015625,0.029,1.990966796875,0.266,1.509033203125,0.51,2.403076171875,0.162,2.2703857421875,0.208,1.48486328125,0.569,2.431500244140625,0.1944,0.7112813997331927,0.38587431751057943
ARX:P2,1114,targeting,1.1873779296875,0.724,1.23193359375,0.713,1.5555419921875,0.482,1.9697265625,0.233,1.6114501953125,0.377,1.7901611328125,0.3,1.822265625,0.263,1.625244140625,0.431,1.185302734375,0.715,1.5723876953125,0.45,1.0419921875,0.826,1.9630126953125,0.24,1.4981689453125,0.444,1.597412109375,0.408,2.3427734375,0.171,1.2474365234375,0.659,1.4923095703125,0.468,2.096435546875,0.204,1.27294921875,0.704,1.8629150390625,0.29,1.59833984375,0.4551,0.3418836217621073,0.20366912577488744
ZNF32:P1P2,972,targeting,2.14697265625,0.238,2.076904296875,0.25,2.7734375,0.102,2.5101318359375,0.132,3.3505859375,0.03,1.935302734375,0.26,1.9012451171875,0.326,1.7584228515625,0.42,2.3394775390625,0.183,2.55224609375,0.13,1.940673828125,0.324,2.1363525390625,0.189,1.6923828125,0.432,2.743896484375,0.086,3.3665771484375,0.05,3.0740966796875,0.057,1.54736328125,0.513,3.0047607421875,0.068,2.03662109375,0.302,1.66259765625,0.433,2.32750244140625,0.22624999999999998,0.6453922172107363,0.36689014520169666
NR3C1:P1P2,847,targeting,7.7769775390625,0.001,9.3143310546875,0.001,9.3033447265625,0.001,8.427490234375,0.0,10.0404052734375,0.0,7.8477783203125,0.0,7.388427734375,0.0,8.342041015625,0.001,8.75390625,0.001,9.5252685546875,0.0,7.64501953125,0.0,9.717529296875,0.0,6.0501708984375,0.001,6.7459716796875,0.001,13.4649658203125,0.0,7.4862060546875,0.002,5.5540771484375,0.005,10.291015625,0.0,7.6004638671875,0.001,6.9801025390625,0.002,8.412774658203125,0.0008500000000000001,3.065501548756432,0.9249392562031895
PROX1:P1P2,398,targeting,9.888671875,0.003,10.8944091796875,0.004,10.770263671875,0.002,11.0389404296875,0.004,8.299560546875,0.019,11.26123046875,0.0,9.8685302734375,0.007,10.7310791015625,0.001,10.2542724609375,0.006,11.05419921875,0.001,11.070556640625,0.005,10.5408935546875,0.002,10.878173828125,0.005,10.3221435546875,0.002,11.7239990234375,0.001,9.20068359375,0.012,11.54736328125,0.002,10.6431884765625,0.006,10.40185546875,0.002,11.601318359375,0.001,10.599566650390624,0.00425,2.370590400897281,1.0252881100580515
DLX6:P1P2,455,targeting,3.3289794921875,0.368,3.505126953125,0.303,3.4010009765625,0.36,3.4912109375,0.304,4.0950927734375,0.166,3.5001220703125,0.271,2.24169921875,0.703,3.02978515625,0.455,3.46533203125,0.288,3.9468994140625,0.226,3.7371826171875,0.257,3.275146484375,0.319,2.1961669921875,0.693,2.8662109375,0.454,5.341796875,0.077,2.7730712890625,0.499,2.0274658203125,0.775,3.29736328125,0.296,2.6732177734375,0.573,2.0982666015625,0.776,3.214556884765625,0.40815,0.38916955873428516,0.5071211154362023
TIGD4:P1P2,893,targeting,2.1251220703125,0.312,1.9061279296875,0.399,1.77587890625,0.508,2.4744873046875,0.178,1.1134033203125,0.857,2.2275390625,0.228,2.6112060546875,0.136,2.3961181640625,0.211,1.690185546875,0.507,1.6162109375,0.543,2.466796875,0.187,2.0599365234375,0.282,3.212158203125,0.07,2.8680419921875,0.102,1.3822021484375,0.708,2.204833984375,0.253,3.478515625,0.042,1.8155517578125,0.422,2.803466796875,0.129,3.310791015625,0.063,2.2769287109375,0.30685000000000007,0.5130597192953043,0.357349433368268
ZNF431:P1P2,317,targeting,9.645263671875,0.024,10.5645751953125,0.016,12.163818359375,0.008,11.3883056640625,0.01,12.44580078125,0.004,11.302001953125,0.008,9.8443603515625,0.021,9.5689697265625,0.022,10.9488525390625,0.006,12.470703125,0.006,8.8333740234375,0.027,12.3968505859375,0.005,9.351806640625,0.018,10.2540283203125,0.014,14.4569091796875,0.0,10.3133544921875,0.017,8.43994140625,0.032,13.0814208984375,0.002,8.678955078125,0.04,9.94384765625,0.012,10.804656982421875,0.014600000000000002,1.8353497840657031,1.0336109838054655
